y
10.677616
18.88551316
11.24608138
9.364583202
13.43429771
26.1660606
13.9887621
10.78635714
26.8131333
10.59576105
7.817391
23.03580338
6.288488668
35.63663246
33.2977425
10.86279292
12.44114859
14.0579771
3.541302537
19.46349966
21.10469425
16.47218078
23.63810169
10.25131864
6.173815757
6.557701004
16.3833016
14.34565626
24.38854058
18.93333586
12.55021268
7.922658131
2.718134217
15.70111816
43.25184113
41.62941474
10.92612748
3.459562884
15.41059937
8.968957567
14.94644323
25.58176748
4.744021954
14.54493
18.68639969
53.14054861
31.41155527
23.86060841
7.49047292
11.49614922
12.87703959
38.56164529
3.340903412
7.517045447
22.40466043
42.49863839
11.14225991
66.90021792
12.92921321
10.33254308
27.02329605
6.048827791
23.79323941
15.16705832
21.54977521
5.59821737
3.800481149
8.452573304
16.28725649
11.06882928
10.5154238
14.99121743
9.995092626
10.70981662
20.10766978
6.603246349
40.82324832
13.07589896
15.34481149
9.796848683
18.18887372
13.99591504
9.528520713
3.024529184
16.7929604
22.02709929
11.44333722
10.47519083
25.07041913
27.20415324
1.041339527
15.77299561
24.22752346
17.87215927
9.072408882
11.99326291
12.38015604
15.49243992
19.48298741
8.985433207
12.50999973
9.666107078
19.72543115
11.26040669
19.45278734
24.56027567
15.33487892
46.45510557
38.24760257
10.66242057
23.59262861
14.81331435
16.1723383
49.15572734
10.96757824
31.90039441
17.80973919
61.31050332
49.77097204
13.7502446
11.49607867
14.22081421
13.6352011
9.977188127
16.79145487
8.209936782
9.09844883
10.12541931
18.00727503
14.38095385
36.39032147
28.75485086
15.18566947
42.77711184
32.66888335
10.63577157
26.85917694
17.55573293
42.20055285
23.69729283
15.980556
20.17961261
24.81054642
9.219853748
11.11108171
11.88930576
54.50142133
11.48163711
25.99566027
29.24214535
12.96535513
17.84245969
8.775251928
23.58689763
38.75510199
12.54088352
26.26914994
18.79581871
11.22192333
8.03800455
11.66373972
23.4584694
21.12954337
14.89603969
12.34247448
19.34585289
8.135079738
35.58919699
14.63056973
18.64305971
11.03566196
29.12269869
54.1316666
15.8564639
47.30005791
7.87726609
9.868168085
15.4341074
20.094437
42.32021315
12.46786798
20.86189583
9.53494007
46.8180674
20.60298751
20.26596585
18.3623768
17.79798218
22.03024846
9.545887114
18.94234064
12.04573832
17.4109037
13.96380876
13.90410924
13.36874864
13.95811105
13.97636185
8.581416699
12.08291334
